country	Belgium	50.707735	4.677726
country	Cameroon	4.6125522	13.1535811
country	Cote d'Ivoire	7.9897371	-5.5679458
country	Côte d'Ivoire	7.9897371	-5.5679458
country	Democratic Republic of the Congo	-4.0383	21.7587
country	France	46.2276	2.2137
country	Gabon	-0.8999695	11.6899699
country	Germany	51.1657	10.4515
country	Israel	31.217736	34.903129
country	Netherlands	52.1326	5.2913
country	Nigeria	10.0	8.0
country	Portugal	39.54046	-8.174701
country	Republic of the Congo	-1.14415261	15.77173186
country	Sierra Leone	8.6400349	-11.8400269
country	Singapore	1.344189	103.867546
country	Switzerland	46.8182	8.2275
country	United Kingdom	51.82930075394037	-2.129498250860435
country	USA	38.916963	-98.891372
region	Africa	4.070194	21.824559
region	Asia	30.451098	86.654576
region	Europe	49.646237	10.799454
region	North America	28.2367447	-97.738017
country	Liberia	6.334995000938028	-9.323955308206793
country	Sudan	16.490528766519194	30.66033360090796
country	Central African Republic	6.207918975163378	20.72869278708794
region	West Asia	34.604403366209084	43.32277708212641
country	France	46.2276	2.2137
country	Netherlands	52.1326	5.2913

division	Bas-Uele	3.626	25.145
division	Equateur	0.229	18.914
division	Haut-Katanga	-10.469	27.836
division	Haut-Lomami	-8.237	25.429
division	Haut-Uele	3.345	28.588
division	Ituri	1.754	29.497
division	Kasai	-4.947	21.106
division	Kasai-Central	-6.226	22.489
division	Kasai-Oriental	-6.151	23.519
division	Kinshasa	-4.437	15.904
division	Kongo-Central	-5.293	14.317
division	Kwango	-6.434	17.865
division	Kwilu	-4.783	18.655
division	Lomami	-6.214	24.682
division	Lualaba	-9.838	23.893
division	Maindombe	-2.696	18.529
division	Maniema	-3.085	26.423
division	Mongala	2.097	21.513
division	Nord Kivu	-0.607	28.702
division	Nord-Ubangi	3.867	21.068
division	Sankuru	-3.482	23.605
division	Sud Kivu	-3.221	28.258
division	Sud-Ubangi	3.091	19.355
division	Tanganyika	-6.567	28.2
division	Tshopo	0.481	25.207
division	Tshuapa	-0.668	21.756
division	Yandongi	2.838	22.334

location	Aba	3.664	30.301
location	Abuzi	3.366	22.146
location	Adi	3.469	30.725
location	Adja	3.058	30.431
location	Aketi	2.674	23.78
location	Alimbongo	-0.367	28.917
location	Alunguli	-2.952	25.958
location	Ango	4.475	26.069
location	Angumu	2.026	31.024
location	Ankoro	-6.928	26.737
location	Ariwara	3.19	30.746
location	Aru	2.853	30.738
location	Aungba	2.598	30.597
location	Bafwagbogbo	1.456	26.537
location	Bafwasende	0.831	26.885
location	Bagata	-3.776	17.897
location	Bagira	-2.494	28.819
location	Baka	-8.655	25.227
location	Bambo	-1.21	29.243
location	Bambu	1.874	30.22
location	Banalia	1.806	25.678
location	Bandalungwa	-4.347	15.281
location	Bandundu	-3.498	17.48
location	Banga-Lubaka	-5.621	20.528
location	Bangabola	2.3	19.401
location	Banjow-Moke	-1.841	17.642
location	Barumbu	-4.317	15.325
location	Basali	1.757	24.459
location	Basankusu	0.935	19.87
location	Basoko	1.363	23.637
location	Befale	0.58	20.886
location	Bena-Dibele	-3.69	22.748
location	Bena-Leka	-5.108	22.096
location	Bena-Tshiadi	-4.551	22.807
location	Bengamisa	1.102	25.095
location	Beni	0.505	29.498
location	Bibanga	-6.089	23.912
location	Biena	0.235	28.99
location	Bikoro	-0.466	18.231
location	Bili	4.193	24.7
location	Bili2	4.794	19.715
location	Bilomba	-6.546	22.267
location	Binga	2.15	20.41
location	Binza	-0.816	29.52
location	Binza-Meteo	-4.396	15.252
location	Binza-Ozone	-4.348	15.235
location	Bipemba	-6.09	23.574
location	Birambizo	-1.219	29.118
location	Biringi	2.743	30.346
location	Biyela	-4.445	15.407
location	Bobozo	-5.965	22.391
location	Boende	-0.337	20.772
location	Boga	0.982	29.991
location	Bogose-Nubea	3.793	19.726
location	Boko	-4.937	16.697
location	Boko-Kivulu	-5.317	15.021
location	Bokonzi	2.242	18.572
location	Bokoro	-2.895	18.458
location	Bokenda	0.481	21.349
location	Bokungu	-0.288	22.053
location	Bolenge	-0.196	18.059
location	Bolobo	-2.683	16.382
location	Bolomba	0.316	19.09
location	Boma	-5.816	13.053
location	Boma-Bungu	-5.748	12.979
location	Boma-Mangbetu	2.213	27.772
location	Bominenge	3.296	20.085
location	Bomongo	1.498	18.439
location	Bondo	4.091	23.764
location	Bongandanga	1.262	21.354
location	Bonzola	-6.15	23.613
location	Bosomanzi	2.807	21.188
location	Boso-Mondanda	1.668	19.825
location	Bosobe	-3.36	18.655
location	Bosobolo	4.355	19.852
location	Bosondjo	1.982	22.035
location	Boto	2.992	18.945
location	Budjala	2.466	19.703
location	Bukama	-9.353	25.947
location	Bulape	-4.368	21.755
location	Bulu	2.59	20.031
location	Bulungu	-4.62	18.872
location	Bumba	2.244	22.707
location	Bumbu	-4.372	15.294
location	Bunia	1.599	30.268
location	Bunkeya	-10.271	26.794
location	Bunkonde	-6.363	22.582
location	Bunyakiri	-2.025	28.465
location	Busanga	-0.953	21.995
location	Businga	3.196	21.398
location	Buta	2.726	25.008
location	Butembo	0.138	29.26
location	Butumba	-8.931	26.414
location	Bwamanda	3.355	19.394
location	Cilundu	-6.39	23.294
location	Citenge	-6.138	23.738
location	Damas	2.185	30.179
location	Dekese	-3.287	21.374
location	Demba	-5.499	22.3
location	Dibaya	-6.482	22.969
location	Dibindi	-6.129	23.62
location	Dikungu	-4.311	24.239
location	Dilala	-10.575	25.234
location	Dilolo	-10.611	22.626
location	Diulu	-6.101	23.599
location	Djalo-Ndjeka	-3.203	24.12
location	Djolu	0.361	22.68
location	Djombo	1.367	20.311
location	Djuma	-4.201	18.592
location	Doruma	4.404	27.673
location	Drodro	1.745	30.562
location	Dungu	3.821	28.99
location	Faradje	3.751	29.831
location	Fataki	1.914	30.555
location	Ferekeni	-1.755	26.176
location	Feshi	-6.247	18.254
location	Fizi	-4.394	28.942
location	Fungurume	-10.725	26.27
location	Ganga	3.089	25.969
location	Gbadolite	4.29	20.874
location	Gemena	3.209	19.843
location	Gety	1.242	30.165
location	Goma	-1.649	29.175
location	Gombari	2.747	28.99
location	Gombe	-4.31	15.299
location	Gombe-Matadi	-5.044	14.623
location	Gungu	-5.946	19.31
location	Hauts-Plateaux	-3.258	28.927
location	Ibanda	-2.525	28.865
location	Iboko	-0.981	18.555
location	Idiofa	-5.075	19.468
location	Idjwi	-2.03	29.043
location	Ikela	-1.491	23.467
location	Ilebo	-4.306	20.741
location	Inga	-5.474	13.481
location	Ingende	-0.49	18.817
location	Inongo	-1.918	18.447
location	Ipamu	-4.35	19.767
location	Irebu	-0.744	17.67
location	Isangi	0.892	24.39
location	Isiro	2.468	27.293
location	Itebero	-1.713	28.069
location	Itombwe	-3.545	28.597
location	Jiba	1.837	30.727
location	Kabalo	-6.243	26.882
location	Kabambare	-4.672	28.059
location	Kabare	-2.438	28.712
location	Kabeya-Kamwanga	-5.968	23.167
location	Kabinda	-6.253	24.443
location	Kabondo	0.631	25.383
location	Kabondo-Dianda	-8.723	25.833
location	Kabongo	-7.384	25.568
location	Kadutu	-2.515	28.842
location	Kafakumba	-9.399	23.78
location	Kafubu	-11.53	28.012
location	Kahemba	-7.183	19.312
location	Kailo	-2.505	25.684
location	Kajiji	-7.454	18.572
location	Kakenge	-4.47	22.149
location	Kalamba	-8.487	23.253
location	Kalambayi-Kabanga	-6.733	24.399
location	Kalamu-I	-4.352	15.313
location	Kalamu-II	-4.35	15.32
location	Kalehe	-2.052	28.744
location	Kalemie	-6.291	28.864
location	Kalenda	-7.435	23.448
location	Kalima	-2.754	26.645
location	Kalole	-3.618	27.566
location	Kalomba	-6.785	21.678
location	Kalonda-Est	-6.423	25.097
location	Kalonda-Ouest	-6.105	20.844
location	Kalonge	-2.329	28.484
location	Kalunguta	0.32	29.327
location	Kamalondo	-11.684	27.486
location	Kamana	-5.816	25.397
location	Kamango	0.66	29.846
location	Kambala	2.336	30.481
location	Kambove	-10.774	26.792
location	Kamiji	-6.719	23.224
location	Kamina	-8.746	24.801
location	Kamituga	-3.154	28.159
location	Kamonia	-6.983	20.905
location	Kampemba	-11.674	27.55
location	Kampene	-3.505	26.481
location	Kamuesha	-6.425	21.319
location	Kananga	-5.928	22.432
location	Kanda-Kanda	-6.92	23.754
location	Kangu	-5.245	12.77
location	Kaniama	-7.847	24.158
location	Kaniola	-2.537	28.409
location	Kansele	-6.116	23.61
location	Kansimba	-7.299	29.101
location	Kanzala	-6.521	20.816
location	Kanzenze	-10.027	25.445
location	Kapanga	-8.346	22.363
location	Kapolowe	-11.214	27.09
location	Karawa	3.295	20.406
location	Karisimbi	-1.639	29.199
location	Kasa-Vubu	-4.342	15.305
location	Kasaji	-10.501	23.599
location	Kasansa	-6.561	23.616
location	Kasenga	-10.713	28.283
location	Kashobwe	-9.979	28.21
location	Kasongo	-4.205	26.759
location	Kasongolunda	-6.44	16.968
location	Katako-Kombe	-3.03	24.733
location	Katana	-2.218	28.785
location	Katende	-5.461	22.92
location	Katoka	-5.877	22.333
location	Katoyi	-1.671	28.71
location	Katuba	-11.723	27.455
location	Katwa	0.114	29.323
location	Kayamba	-6.941	24.946
location	Kayna	-0.609	29.088
location	Kaziba	-2.86	28.824
location	Kenge	-4.731	17.319
location	Kenya	-11.74	27.509
location	Kiambi	-7.35	28.125
location	Kibirizi	-0.88	29.208
location	Kibombo	-4.074	25.658
location	Kibua	-1.226	28.473
location	Kibunzi	-5.029	13.688
location	Kikimi	-4.437	15.432
location	Kikongo	-4.156	17.162
location	Kikula	-10.498	27.261
location	Kikwit-Nord	-5.021	18.856
location	Kikwit-Sud	-5.068	18.796
location	Kilela-Balanda	-11.596	26.649
location	Kilo	1.762	30.085
location	Kilwa	-8.949	28.127
location	Kimbanseke	-4.449	15.376
location	Kimbao	-5.473	17.237
location	Kimbi-Lulenge	-4.278	28.39
location	Kimpangu	-5.746	14.929
location	Kimpese	-5.446	14.308
location	Kimputu	-4.458	19.399
location	Kimvula	-5.465	16.03
location	Kinda	-9.535	24.857
location	Kindu	-2.951	25.901
location	Kingabwa	-4.356	15.354
location	Kingandu	-5.786	18.722
location	Kingasani	-4.408	15.402
location	Kinkondja	-8.281	26.273
location	Kinkonzi	-4.816	13.149
location	Kinshasa	-4.322	15.312
location	Kintambo	-4.346	15.269
location	Kipushi	-11.745	27.464
location	Kiri	-1.837	19.244
location	Kirotshe	-1.539	29.006
location	Kisanga	-11.73	27.426
location	Kisangani	0.516	25.167
location	Kisanji	-6.493	18.959
location	Kisantu	-5.077	15.26
location	Kisenso	-4.417	15.345
location	Kitangwa	-6.476	20.085
location	Kitenda	-7.025	17.273
location	Kitenge	-6.78	25.861
location	Kitona	-5.993	12.56
location	Kitutu	-3.49	28.069
location	Kizu	-5.024	12.98
location	Kokolo	-4.333	15.295
location	Kole	-3.675	22.263
location	Komanda	1.135	29.64
location	Kongolo	-5.383	26.616
location	Koshibanda	-5.13	19.887
location	Kowe	-11.613	27.477
location	Kuimba	-5.056	12.685
location	Kunda	-3.915	26.279
location	Kungu	2.643	18.951
location	Kwamouth	-3.589	16.66
location	Kwilu-Ngongo	-5.519	14.689
location	Kyondo	0.01	29.512
location	Laybo	3.348	30.503
location	Lemba	-4.403	15.321
location	Lemera	-3.005	29.03
location	Libenge	4.113	19.039
location	Likasi	-10.976	26.739
location	Likati	3.322	23.749
location	Lilanga-Bobangi	0.18	17.977
location	Limete	-4.355	15.336
location	Linga	1.957	30.773
location	Lingomo	1.156	22.169
location	Lingwala	-4.326	15.3
location	Lisala	2.28	21.234
location	Lita	1.583	30.373
location	Lodja	-3.42	23.516
location	Logo	2.171	30.915
location	Loko	3.725	20.744
location	Lolanga-Mampoko	0.818	18.723
location	Lolo	2.319	23.219
location	Lolwa	1.531	29.507
location	Lomela	-2.233	23.836
location	Lotumbe	-0.706	19.646
location	Lowa	-1.297	25.616
location	Lualaba	-11.492	26.069
location	Luambo	-7.424	22.062
location	Lubao	-5.513	25.87
location	Lubero	-0.185	28.984
location	Lubilanji	-6.136	23.611
location	Lubondaie	-6.71	22.798
location	Lubudi	-10.078	26.107
location	Lubumbashi	-11.576	27.472
location	Lubunga	-5.522	23.405
location	Lubunga	0.414	25.13
location	Lubutu	-0.616	26.852
location	Ludimbi-Lukula	-5.71	24.489
location	Luebo	-5.597	21.491
location	Luiza	-7.029	22.494
location	Lukafu	-10.671	27.676
location	Lukelenge	-6.118	23.652
location	Lukolela	-1.434	17.111
location	Lukonga	-5.869	22.467
location	Lukula	-5.452	12.874
location	Lulingu	-2.325	27.333
location	Luozi	-4.788	13.954
location	Luputa	-7.485	23.787
location	Lusambo	-5.033	23.322
location	Lusanga	-5.064	18.761
location	Lusangi	-4.68	27.225
location	Lwamba	-7.711	26.365
location	Mabalako	0.499	29.171
location	Mahagi	2.31	30.942
location	Mai-Ndombe-I	-4.03	15.747
location	Makala	-4.381	15.308
location	Makanza	1.392	18.916
location	Makiso-Kisangani	0.511	25.246
location	Makoro	2.959	30.006
location	Makota	-7.021	23.417
location	Malemba-Nkulu	-7.953	26.71
location	Maluku-I	-4.436	15.784
location	Maluku-II	-4.489	16.156
location	Mambasa	1.45	28.701
location	Mandima	0.911	29.194
location	Mangala	1.985	30.423
location	Mangembo	-4.584	14.233
location	Mangobo	0.54	25.154
location	Manguredjipa	0.393	28.447
location	Manika	-11.001	25.6
location	Manono	-7.215	27.305
location	Masa	-4.661	15.328
