country	Belgium	50.707735	4.677726
country	Cameroon	4.6125522	13.1535811
country	Cote d'Ivoire	7.9897371	-5.5679458
country	Democratic Republic of the Congo	-4.0383	21.7587
country	France	46.2276	2.2137
country	Gabon	-0.8999695	11.6899699
country	Germany	51.1657	10.4515
country	Israel	31.217736	34.903129
country	Netherlands	52.1326	5.2913
country	Nigeria	10.0	8.0
country	Portugal	39.54046	-8.174701
country	Sierra Leone	8.6400349	-11.8400269
country	Singapore	1.344189	103.867546
country	Switzerland	46.8182	8.2275
country	United Kingdom	51.82930075394037	-2.129498250860435
country	USA	38.916963	-98.891372
region	Africa	4.070194	21.824559
region	Asia	30.451098	86.654576
region	Europe	49.646237	10.799454
region	North America	28.2367447	-97.738017
country	Liberia	6.334995000938028	-9.323955308206793
country	Sudan	16.490528766519194	30.66033360090796
country	Central African Republic	6.207918975163378	20.72869278708794
region	West Asia	34.604403366209084	43.32277708212641
country	France	46.2276	2.2137
country	Netherlands	52.1326	5.2913
